"","AÑO","CONGLOME","DOMINIO","ESTRATO","LATITUD","LONGITUD","UBIGEO","AREA","C_DPTO","C_PROV"
"1","2020","005015","4",4,-6.23140239715576,-77.8671646118164,"010101",1,"01","0101"
"2","2020","005032","7",4,-5.6363639831543,-78.5270538330078,"010201",1,"01","0102"
"3","2020","005062","4",5,-6.18888568878174,-78.3271484375,"010502",1,"01","0105"
"4","2020","005063","4",5,-6.14349889755249,-77.9561767578125,"010501",1,"01","0105"
"5","2020","005091","7",6,-5.67595052719116,-78.4234848022461,"010203",1,"01","0102"
"6","2020","005124","4",7,-5.84281206130981,-77.9831924438477,"010306",2,"01","0103"
"7","2020","005127","4",7,-5.82287931442261,-77.8293533325195,"010304",2,"01","0103"
"8","2020","005149","4",7,-6.2436695098877,-77.56640625,"010114",2,"01","0101"
"9","2020","005159","4",7,-6.80349493026733,-77.9706268310547,"010103",2,"01","0101"
"10","2020","005168","7",8,-6.50990629196167,-77.5906524658203,"010605",2,"01","0106"
"11","2020","005170","2",2,-9.02385997772217,-78.6177139282227,"021803",1,"02","0218"
"12","2020","005173","2",2,-9.04335689544678,-78.5937194824219,"021801",1,"02","0218"
"13","2020","005218","2",5,-9.14824104309082,-78.2773056030273,"021806",1,"02","0218"
"14","2020","005224","2",4,-9.47830772399902,-78.2984161376953,"020801",1,"02","0208"
"15","2020","005242","5",8,-9.99305057525635,-77.7282867431641,"021102",2,"02","0211"
"16","2020","005258","5",3,-9.527663230896,-77.5246276855469,"020101",1,"02","0201"
"17","2020","005269","5",5,-9.04723644256592,-77.8032073974609,"021201",1,"02","0212"
"18","2020","005283","5",7,-8.68576526641846,-77.5924072265625,"021909",2,"02","0219"
"19","2020","005303","5",6,-9.02255249023438,-77.4709014892578,"022008",1,"02","0220"
"20","2020","005316","5",7,-9.32632350921631,-77.5526504516602,"020606",2,"02","0206"
"21","2020","005328","5",7,-9.19655132293701,-76.9968185424805,"020306",2,"02","0203"
"22","2020","005350","6",3,-13.632472038269,-72.8791198730469,"030101",1,"03","0301"
"23","2020","005357","6",3,-13.6406936645508,-72.8932266235352,"030101",1,"03","0301"
"24","2020","005365","6",4,-13.649001121521,-73.3627395629883,"030213",1,"03","0302"
"25","2020","005386","6",7,-13.4062471389771,-73.6673431396484,"030606",2,"03","0306"
"26","2020","005398","6",7,-13.4941234588623,-73.3587875366211,"030202",2,"03","0302"
"27","2020","005435","6",7,-13.6312093734741,-72.8375015258789,"030101",2,"03","0301"
"28","2020","005437","6",8,-13.9382495880127,-72.9022521972656,"030103",2,"03","0301"
"29","2020","005450","6",6,-14.3782157897949,-73.1612701416016,"030403",1,"03","0304"
"30","2020","005460","6",7,-14.1486625671387,-72.7486114501953,"030701",2,"03","0307"
"31","2020","005473","6",1,-16.3685855865479,-71.5719299316406,"040104",1,"04","0401"
"32","2020","005481","6",1,-16.3260517120361,-71.583984375,"040104",1,"04","0401"
"33","2020","005498","6",1,-16.4078407287598,-71.5350189208984,"040101",1,"04","0401"
"34","2020","005513","6",1,-16.3789253234863,-71.5525894165039,"040103",1,"04","0401"
"35","2020","005549","6",1,-16.4241981506348,-71.5141754150391,"040112",1,"04","0401"
"36","2020","005576","6",1,-16.434871673584,-71.552848815918,"040107",1,"04","0401"
"37","2020","005587","6",5,-15.2671699523926,-72.3404235839844,"040409",1,"04","0404"
"38","2020","005598","3",4,-16.5984306335449,-72.7046813964844,"040208",1,"04","0402"
"39","2020","005600","3",5,-16.4220867156982,-73.1068954467773,"040206",1,"04","0402"
"40","2020","005601","3",5,-16.569128036499,-72.7164993286133,"040205",1,"04","0402"
"41","2020","005659","6",7,-15.6768608093262,-72.4959259033203,"040408",2,"04","0404"
"42","2020","005675","6",6,-15.837797164917,-71.0903396606445,"040514",1,"04","0405"
"43","2020","005711","5",2,-13.1657590866089,-74.2241516113281,"050110",1,"05","0501"
"44","2020","005736","5",5,-13.0089015960693,-73.9803161621094,"050501",1,"05","0505"
"45","2020","005737","5",5,-13.0119829177856,-73.9814529418945,"050501",1,"05","0505"
"46","2020","005738","7",5,-12.8258838653564,-73.5927505493164,"050509",1,"05","0505"
"47","2020","005757","5",5,-14.7484846115112,-74.0793533325195,"050601",1,"05","0506"
"48","2020","005767","5",7,-12.7649593353271,-74.2545547485352,"050406",2,"05","0504"
"49","2020","005768","5",8,-12.7894353866577,-74.2346267700195,"050406",2,"05","0504"
"50","2020","005774","5",7,-13.0049705505371,-74.1845092773438,"050403",2,"05","0504"
"51","2020","005781","5",7,-13.3010988235474,-73.8652420043945,"050106",2,"05","0501"
"52","2020","005794","5",8,-13.1669569015503,-74.0621032714844,"050103",2,"05","0501"
"53","2020","005830","5",6,-14.3773546218872,-73.8920288085938,"050606",1,"05","0506"
"54","2020","005851","4",2,-7.13601303100586,-78.5251159667969,"060101",1,"06","0601"
"55","2020","005862","4",2,-7.16571283340454,-78.5091857910156,"060101",1,"06","0601"
"56","2020","005898","4",5,-6.67221879959106,-78.5302658081055,"060701",1,"06","0607"
"57","2020","005919","4",7,-5.76868486404419,-79.3116760253906,"060810",2,"06","0608"
"58","2020","005933","4",7,-6.30742740631104,-78.8841323852539,"060601",2,"06","0606"
"59","2020","005946","4",7,-6.5140233039856,-78.8835678100586,"060407",2,"06","0604"
"60","2020","005954","4",7,-6.42067384719849,-78.4826736450195,"060417",2,"06","0604"
"61","2020","005984","1",7,-6.88420915603638,-79.0812072753906,"061106",2,"06","0611"
"62","2020","005986","1",8,-7.64038896560669,-78.9597320556641,"060505",2,"06","0605"
"63","2020","006002","4",7,-7.13531160354614,-78.6618041992188,"060103",2,"06","0601"
"64","2020","006061","8",1,-11.8908710479736,-77.1108627319336,"070106",1,"07","0701"
"65","2020","006070","8",1,-11.8364496231079,-77.1641006469727,"070106",1,"07","0701"
"66","2020","006084","8",1,-12.0436630249023,-77.0973358154297,"070103",1,"07","0701"
"67","2020","006085","8",1,-12.0402126312256,-77.0925445556641,"070103",1,"07","0701"
"68","2020","006109","8",1,-11.9961347579956,-77.1189270019531,"070101",1,"07","0701"
"69","2020","006125","8",1,-12.0128593444824,-77.0981063842773,"070101",1,"07","0701"
"70","2020","006126","8",1,-12.014796257019,-77.0979690551758,"070101",1,"07","0701"
"71","2020","006128","8",1,-12.0161275863647,-77.0997009277344,"070101",1,"07","0701"
"72","2020","006135","8",1,-12.0277891159058,-77.0992584228516,"070101",1,"07","0701"
"73","2020","006166","8",1,-12.0544815063477,-77.1311721801758,"070101",1,"07","0701"
"74","2020","006187","6",2,-13.5361318588257,-71.9044036865234,"080104",1,"08","0801"
"75","2020","006210","6",2,-13.531774520874,-71.9832229614258,"080106",1,"08","0801"
"76","2020","006213","6",2,-13.5501174926758,-71.9858932495117,"080106",1,"08","0801"
"77","2020","006233","7",4,-12.8679151535034,-72.6913452148438,"080901",1,"08","0809"
"78","2020","006247","6",5,-13.6842985153198,-71.6247787475586,"081201",1,"08","0812"
"79","2020","006251","6",5,-14.4505481719971,-72.0822677612305,"080701",1,"08","0807"
"80","2020","006266","6",5,-13.9814939498901,-71.4183807373047,"080605",1,"08","0806"
"81","2020","006280","6",7,-12.9944486618042,-73.5004730224609,"080909",2,"08","0809"
"82","2020","006292","6",7,-13.2883281707764,-72.2475204467773,"081306",2,"08","0813"
"83","2020","006293","6",6,-13.3383836746216,-72.0651321411133,"081303",1,"08","0813"
"84","2020","006312","6",7,-13.4046764373779,-71.6637954711914,"081104",2,"08","0811"
"85","2020","006337","6",8,-14.2910060882568,-71.7022094726562,"080705",2,"08","0807"
"86","2020","006359","5",4,-12.7810144424438,-74.9720001220703,"090101",1,"09","0901"
"87","2020","006369","5",4,-12.7855529785156,-74.9747619628906,"090101",1,"09","0901"
"88","2020","006391","5",5,-12.6451101303101,-74.8614730834961,"090103",1,"09","0901"
"89","2020","006394","5",7,-12.0839395523071,-74.9010696411133,"090716",2,"09","0907"
"90","2020","006395","5",8,-12.1562204360962,-74.7349548339844,"090715",2,"09","0907"
"91","2020","006410","5",7,-12.3433036804199,-74.6076278686523,"090705",2,"09","0907"
"92","2020","006414","5",7,-12.4487762451172,-74.6582336425781,"090705",2,"09","0907"
"93","2020","006446","5",6,-12.4342346191406,-75.0380020141602,"090105",1,"09","0901"
"94","2020","006467","5",6,-13.0736932754517,-75.6449661254883,"090412",1,"09","0904"
"95","2020","006473","5",7,-13.1658067703247,-75.3282470703125,"090401",2,"09","0904"
"96","2020","006501","5",2,-9.92424869537354,-76.2427978515625,"100101",1,"10","1001"
"97","2020","006523","5",2,-9.94168090820312,-76.23583984375,"100102",1,"10","1001"
"98","2020","006539","7",4,-9.29318046569824,-75.9944839477539,"100601",1,"10","1006"
"99","2020","006574","5",7,-8.98447799682617,-76.9640197753906,"100401",2,"10","1004"
"100","2020","006611","5",7,-9.81912422180176,-76.8130416870117,"100317",2,"10","1003"
"101","2020","006612","5",7,-9.72408103942871,-76.6280822753906,"101104",2,"10","1011"
"102","2020","006613","5",7,-9.75782299041748,-76.6692428588867,"101106",2,"10","1011"
"103","2020","006617","5",6,-9.90463829040527,-76.6137237548828,"101103",1,"10","1011"
"104","2020","006632","5",8,-9.93205165863037,-76.2946166992188,"100101",2,"10","1001"
"105","2020","006645","5",8,-9.94381237030029,-76.0450057983398,"100803",2,"10","1008"
"106","2020","006652","5",7,-9.87320423126221,-75.9404373168945,"100801",2,"10","1008"
"107","2020","006670","2",2,-14.0371370315552,-75.7093887329102,"110102",1,"11","1101"
"108","2020","006712","2",2,-14.0671224594116,-75.7247085571289,"110101",1,"11","1101"
"109","2020","006713","2",2,-14.0656900405884,-75.7241363525391,"110101",1,"11","1101"
"110","2020","006736","2",2,-14.0862112045288,-75.7258987426758,"110101",1,"11","1101"
"111","2020","006762","2",2,-13.417368888855,-76.133903503418,"110201",1,"11","1102"
"112","2020","006763","2",2,-13.4149379730225,-76.1387634277344,"110201",1,"11","1102"
"113","2020","006767","2",2,-13.4337940216064,-76.1333999633789,"110201",1,"11","1102"
"114","2020","006788","2",3,-13.7157955169678,-76.1900329589844,"110501",1,"11","1105"
"115","2020","006798","2",3,-13.7149505615234,-76.1518020629883,"110508",1,"11","1105"
"116","2020","006812","2",5,-14.0192842483521,-75.7561340332031,"110112",1,"11","1101"
"117","2020","006813","2",5,-14.0437593460083,-75.753059387207,"110112",1,"11","1101"
"118","2020","006853","2",7,-13.6377573013306,-76.0427703857422,"110504",2,"11","1105"
"119","2020","006856","2",7,-13.6847124099731,-76.0602798461914,"110504",2,"11","1105"
"120","2020","006863","2",7,-14.133207321167,-75.3283157348633,"110114",2,"11","1101"
"121","2020","006884","5",2,-12.0452680587769,-75.2338485717773,"120114",1,"12","1201"
"122","2020","006924","5",2,-12.0821104049683,-75.1980056762695,"120107",1,"12","1201"
"123","2020","006940","5",5,-10.9218368530273,-76.0558013916016,"120502",1,"12","1205"
"124","2020","006966","5",5,-11.7372980117798,-75.5446090698242,"120402",1,"12","1204"
"125","2020","006970","5",5,-11.7777271270752,-75.497932434082,"120401",1,"12","1204"
"126","2020","006985","5",5,-12.1034555435181,-75.2183074951172,"120119",1,"12","1201"
"127","2020","007006","5",7,-11.4089670181274,-75.815071105957,"120701",2,"12","1207"
"128","2020","007012","5",7,-11.5459089279175,-75.5998840332031,"120703",2,"12","1207"
"129","2020","007037","5",8,-11.645471572876,-75.0946731567383,"120205",2,"12","1202"
"130","2020","007098","1",1,-8.08648204803467,-79.0377197265625,"130105",1,"13","1301"
"131","2020","007110","1",1,-8.09961986541748,-79.0262603759766,"130101",1,"13","1301"
"132","2020","007123","1",1,-8.11022090911865,-79.0367431640625,"130101",1,"13","1301"
"133","2020","007145","1",1,-8.07006168365479,-79.01416015625,"130102",1,"13","1301"
"134","2020","007149","1",1,-8.06569576263428,-78.9912796020508,"130102",1,"13","1301"
"135","2020","007157","1",1,-8.08734893798828,-78.9935073852539,"130102",1,"13","1301"
"136","2020","007174","1",4,-7.31049537658691,-79.4844055175781,"130702",1,"13","1307"
"137","2020","007182","1",5,-7.41992998123169,-79.5013656616211,"130701",1,"13","1307"
"138","2020","007193","1",5,-7.81895589828491,-79.2730026245117,"130204",1,"13","1302"
"139","2020","007210","1",4,-8.18058204650879,-79.0142059326172,"130107",1,"13","1301"
"140","2020","007235","1",5,-8.48054218292236,-78.6321487426758,"131202",1,"13","1312"
"141","2020","007239","1",7,-7.3976674079895,-79.4926452636719,"130701",2,"13","1307"
"142","2020","007248","4",7,-7.77287864685059,-78.3743667602539,"130614",2,"13","1306"
"143","2020","007253","4",7,-8.01240158081055,-78.5956115722656,"130611",2,"13","1306"
"144","2020","007302","1",2,-6.76977396011353,-79.8283081054688,"140101",1,"14","1401"
"145","2020","007311","1",2,-6.7696008682251,-79.8670349121094,"140101",1,"14","1401"
"146","2020","007361","1",2,-6.80309343338013,-79.8463363647461,"140106",1,"14","1401"
"147","2020","007382","1",5,-6.15206336975098,-79.7135925292969,"140307",1,"14","1403"
"148","2020","007392","1",4,-6.64192581176758,-79.7881622314453,"140201",1,"14","1402"
"149","2020","007407","1",4,-6.77746295928955,-79.8852462768555,"140112",1,"14","1401"
"150","2020","007424","1",5,-6.77676582336426,-79.6072082519531,"140119",1,"14","1401"
"151","2020","007434","1",4,-6.78169727325439,-79.6796417236328,"140120",1,"14","1401"
"152","2020","007460","1",7,-5.91122388839722,-79.8147125244141,"140308",2,"14","1403"
"153","2020","007462","1",7,-6.08696126937866,-79.8502731323242,"140308",2,"14","1403"
"154","2020","007470","1",8,-6.90596628189087,-79.8558807373047,"140103",2,"14","1401"
"155","2020","007530","8",1,-12.0274448394775,-77.0898895263672,"150135",1,"1501","1501"
"156","2020","007533","8",1,-12.0334911346436,-77.0720825195312,"150135",1,"1501","1501"
"157","2020","007534","8",1,-12.028754234314,-77.0687637329102,"150135",1,"1501","1501"
"158","2020","007535","8",1,-12.0332584381104,-77.0549545288086,"150135",1,"1501","1501"
"159","2020","007536","8",1,-12.0298128128052,-77.0486373901367,"150135",1,"1501","1501"
"160","2020","007567","8",1,-11.9421129226685,-77.031364440918,"150110",1,"1501","1501"
"161","2020","007568","8",1,-11.9438047409058,-77.0369491577148,"150110",1,"1501","1501"
"162","2020","007575","8",1,-11.960054397583,-77.0554809570312,"150110",1,"1501","1501"
"163","2020","007582","8",1,-11.9911117553711,-77.0563659667969,"150112",1,"1501","1501"
"164","2020","007585","8",1,-12.0139093399048,-77.0365447998047,"150128",1,"1501","1501"
"165","2020","007599","8",1,-12.0381965637207,-77.0282440185547,"150128",1,"1501","1501"
"166","2020","007605","8",1,-11.9365673065186,-76.9665908813477,"150132",1,"1501","1501"
"167","2020","007615","8",1,-11.9656047821045,-76.9685211181641,"150132",1,"1501","1501"
"168","2020","007622","8",1,-11.9700965881348,-77.0026168823242,"150132",1,"1501","1501"
"169","2020","007663","8",1,-12.0666084289551,-76.9748229980469,"150103",1,"1501","1501"
"170","2020","007719","8",1,-12.0462369918823,-77.0488510131836,"150101",1,"1501","1501"
"171","2020","007730","8",1,-12.049596786499,-77.0218276977539,"150101",1,"1501","1501"
"172","2020","007748","8",1,-12.0710048675537,-77.0678863525391,"150121",1,"1501","1501"
"173","2020","007769","8",1,-12.0891237258911,-77.0774459838867,"150136",1,"1501","1501"
"174","2020","007812","8",1,-12.0710144042969,-77.0237503051758,"150115",1,"1501","1501"
"175","2020","007835","8",1,-12.0977163314819,-77.0376510620117,"150131",1,"1501","1501"
"176","2020","007850","8",1,-12.1227788925171,-77.0369415283203,"150122",1,"1501","1501"
"177","2020","007855","8",1,-12.1231880187988,-77.011962890625,"150122",1,"1501","1501"
"178","2020","007857","8",1,-12.1316423416138,-77.0290374755859,"150122",1,"1501","1501"
"179","2020","007868","8",1,-12.1160840988159,-76.9857177734375,"150140",1,"1501","1501"
"180","2020","007900","8",1,-12.1920108795166,-77.0265045166016,"150108",1,"1501","1501"
"181","2020","007925","8",1,-12.1890001296997,-76.9490127563477,"150142",1,"1501","1501"
"182","2020","007943","8",1,-12.1379089355469,-76.943977355957,"150143",1,"1501","1501"
"183","2020","007949","8",1,-12.1577301025391,-76.9541778564453,"150143",1,"1501","1501"
"184","2020","007950","8",1,-12.1702308654785,-76.9461059570312,"150143",1,"1501","1501"
"185","2020","007980","2",4,-10.6720533370972,-77.8175964355469,"150202",1,"1502","1502"
"186","2020","007983","2",4,-10.6758146286011,-77.8188247680664,"150202",1,"1502","1502"
"187","2020","007985","2",4,-10.6964740753174,-77.7761535644531,"150203",1,"1502","1502"
"188","2020","007987","2",3,-10.7247133255005,-77.7723388671875,"150201",1,"1502","1502"
"189","2020","007999","2",3,-10.8054208755493,-77.7435073852539,"150205",1,"1502","1502"
"190","2020","008006","2",2,-11.109224319458,-77.6113052368164,"150801",1,"1502","1508"
"191","2020","008036","2",5,-10.9334449768066,-77.652099609375,"150812",1,"1502","1508"
"192","2020","008056","2",3,-11.469087600708,-77.2114791870117,"150601",1,"1502","1506"
"193","2020","008057","2",3,-11.492299079895,-77.1946563720703,"150601",1,"1502","1506"
"194","2020","008072","5",5,-11.4519357681274,-76.6192245483398,"150401",1,"1502","1504"
"195","2020","008093","2",3,-13.0606288909912,-76.3525848388672,"150507",1,"1502","1505"
"196","2020","008119","2",7,-10.6712741851807,-77.8200836181641,"150202",2,"1502","1502"
"197","2020","008144","5",7,-11.7088584899902,-76.9503555297852,"150407",2,"1502","1504"
"198","2020","008175","2",8,-13.13454246521,-76.3808975219727,"150501",2,"1502","1505"
"199","2020","008190","7",2,-3.73188638687134,-73.2422332763672,"160108",1,"16","1601"
"200","2020","008197","7",2,-3.74361634254456,-73.2414703369141,"160101",1,"16","1601"
"201","2020","008206","7",2,-3.74377155303955,-73.2508010864258,"160101",1,"16","1601"
"202","2020","008227","7",2,-3.76896476745605,-73.2596282958984,"160112",1,"16","1601"
"203","2020","008228","7",2,-3.77080321311951,-73.2668762207031,"160112",1,"16","1601"
"204","2020","008247","7",2,-3.79306697845459,-73.2949066162109,"160113",1,"16","1601"
"205","2020","008259","7",5,-4.50254201889038,-73.5827560424805,"160301",1,"16","1603"
"206","2020","008307","7",5,-7.85005378723145,-75.0142364501953,"160603",1,"16","1606"
"207","2020","008308","7",7,-5.36233758926392,-76.8818206787109,"160702",2,"16","1607"
"208","2020","008317","7",7,-4.53959512710571,-74.0885925292969,"160301",2,"16","1603"
"209","2020","008318","7",7,-1.77113246917725,-74.7137069702148,"160110",2,"16","1601"
"210","2020","008319","7",7,-2.29764747619629,-74.323371887207,"160107",2,"16","1601"
"211","2020","008321","7",7,-2.83781886100769,-73.5337600708008,"160107",2,"16","1601"
"212","2020","008349","7",8,-5.17505788803101,-73.85693359375,"160501",2,"16","1605"
"213","2020","008393","7",3,-12.5994253158569,-69.1919174194336,"170101",1,"17","1701"
"214","2020","008394","7",3,-12.5922327041626,-69.1904525756836,"170101",1,"17","1701"
"215","2020","008426","7",5,-11.9358043670654,-69.1193695068359,"170103",1,"17","1701"
"216","2020","008429","7",5,-11.4022388458252,-69.4888687133789,"170302",1,"17","1703"
"217","2020","008447","7",8,-12.7844524383545,-69.9921035766602,"170102",2,"17","1701"
"218","2020","008452","7",7,-12.1345710754395,-69.6479949951172,"170101",2,"17","1701"
"219","2020","008482","3",3,-17.1956901550293,-70.9310989379883,"180101",1,"18","1801"
"220","2020","008510","3",3,-17.2076740264893,-70.9397354125977,"180101",1,"18","1801"
"221","2020","008528","6",5,-16.8214569091797,-70.6714477539062,"180102",1,"18","1801"
"222","2020","008532","3",3,-17.610652923584,-71.3398895263672,"180303",1,"18","1803"
"223","2020","008546","3",3,-17.6450500488281,-71.3441467285156,"180301",1,"18","1803"
"224","2020","008553","3",3,-17.6490230560303,-71.3253784179688,"180301",1,"18","1803"
"225","2020","008571","3",3,-17.6545886993408,-71.3382797241211,"180301",1,"18","1803"
"226","2020","008587","6",6,-16.7488021850586,-70.8794631958008,"180209",1,"18","1802"
"227","2020","008602","3",8,-17.3338851928711,-71.0100860595703,"180101",2,"18","1801"
"228","2020","008671","5",5,-10.8517045974731,-76.1118774414062,"190105",1,"19","1901"
"229","2020","008673","5",5,-10.6456127166748,-75.8730773925781,"190102",1,"19","1901"
"230","2020","008676","5",5,-10.7812957763672,-75.8237075805664,"190107",1,"19","1901"
"231","2020","008685","7",5,-10.7355241775513,-75.2655487060547,"190307",1,"19","1903"
"232","2020","008709","5",7,-11.0367155075073,-76.4225234985352,"190104",2,"19","1901"
"233","2020","008716","5",7,-10.8011655807495,-75.8107147216797,"190107",2,"19","1901"
"234","2020","008743","1",2,-5.1648006439209,-80.6528778076172,"200115",1,"20","2001"
"235","2020","008760","1",2,-5.17818450927734,-80.6787490844727,"200101",1,"20","2001"
"236","2020","008788","1",2,-5.18525266647339,-80.5907821655273,"200104",1,"20","2001"
"237","2020","008798","1",2,-5.21642637252808,-80.6235198974609,"200104",1,"20","2001"
"238","2020","008820","1",3,-5.08958911895752,-81.1040191650391,"200501",1,"20","2005"
"239","2020","008823","1",3,-5.10333013534546,-81.0990676879883,"200501",1,"20","2005"
"240","2020","008834","1",2,-4.88744592666626,-80.6694488525391,"200602",1,"20","2006"
"241","2020","008843","1",2,-4.90418767929077,-80.6941146850586,"200601",1,"20","2006"
"242","2020","008844","1",2,-4.91011095046997,-80.7016525268555,"200601",1,"20","2006"
"243","2020","008907","1",5,-5.49285078048706,-80.7414321899414,"200804",1,"20","2008"
"244","2020","008913","1",7,-5.04486608505249,-80.6686248779297,"200101",2,"20","2001"
"245","2020","008918","1",7,-4.94539594650269,-80.5393753051758,"200114",2,"20","2001"
"246","2020","008971","6",2,-15.8399276733398,-70.0321502685547,"210101",1,"21","2101"
"247","2020","008987","6",5,-14.070686340332,-70.4331588745117,"210301",1,"21","2103"
"248","2020","009004","6",2,-15.4638643264771,-70.1418228149414,"211101",1,"21","2111"
"249","2020","009024","6",2,-15.5149164199829,-70.1319961547852,"211101",1,"21","2111"
"250","2020","009040","6",7,-14.1479511260986,-69.9298934936523,"210310",2,"21","2103"
"251","2020","009042","6",7,-14.0045518875122,-69.5130615234375,"211205",2,"21","2112"
"252","2020","009098","6",7,-16.0386066436768,-69.665397644043,"210102",2,"21","2101"
"253","2020","009109","6",7,-16.2170829772949,-69.4416427612305,"210401",2,"21","2104"
"254","2020","009141","7",4,-6.04421234130859,-76.9695358276367,"220101",1,"22","2201"
"255","2020","009156","7",5,-5.98960494995117,-77.2761001586914,"220803",1,"22","2208"
"256","2020","009171","7",5,-6.39310026168823,-76.6295471191406,"220510",1,"22","2205"
"257","2020","009184","7",7,-6.07957792282104,-77.2117538452148,"220801",2,"22","2208"
"258","2020","009191","7",7,-6.01800394058228,-77.1054992675781,"220102",2,"22","2201"
"259","2020","009212","7",7,-6.68336153030396,-76.6222686767578,"220304",2,"22","2203"
"260","2020","009236","7",2,-6.4938702583313,-76.3604202270508,"220901",1,"22","2209"
"261","2020","009242","7",2,-6.4934606552124,-76.3661727905273,"220901",1,"22","2209"
"262","2020","009247","7",2,-6.48784017562866,-76.3528060913086,"220909",1,"22","2209"
"263","2020","009261","7",5,-7.31679487228394,-76.7739791870117,"220603",1,"22","2206"
"264","2020","009271","7",5,-6.86454677581787,-76.6645202636719,"220205",1,"22","2202"
"265","2020","009296","7",7,-8.61677837371826,-76.2063827514648,"221002",2,"22","2210"
"266","2020","009315","3",2,-17.9904613494873,-70.2384872436523,"230102",1,"23","2301"
"267","2020","009325","3",2,-17.9769496917725,-70.236946105957,"230104",1,"23","2301"
"268","2020","009340","3",2,-18.007532119751,-70.2234725952148,"230108",1,"23","2301"
"269","2020","009346","3",2,-18.0006065368652,-70.243896484375,"230101",1,"23","2301"
"270","2020","009350","3",2,-18.0005130767822,-70.2335662841797,"230101",1,"23","2301"
"271","2020","009358","3",2,-18.0164012908936,-70.2606430053711,"230101",1,"23","2301"
"272","2020","009405","3",2,-18.0677223205566,-70.2489013671875,"230110",1,"23","2301"
"273","2020","009412","6",5,-17.4197769165039,-70.5130386352539,"230302",1,"23","2303"
"274","2020","009448","6",6,-17.4448871612549,-70.0474243164062,"230408",1,"23","2304"
"275","2020","009452","3",7,-17.7834815979004,-70.478874206543,"230105",2,"23","2301"
"276","2020","009481","1",3,-3.58811569213867,-80.4475479125977,"240101",1,"24","2401"
"277","2020","009482","1",3,-3.56211686134338,-80.4501953125,"240101",1,"24","2401"
"278","2020","009503","1",3,-3.55428647994995,-80.4436645507812,"240101",1,"24","2401"
"279","2020","009507","1",3,-3.55615377426147,-80.4275588989258,"240101",1,"24","2401"
"280","2020","009525","1",5,-3.67758369445801,-80.6677322387695,"240201",1,"24","2402"
"281","2020","009527","1",5,-3.68469977378845,-80.677116394043,"240201",1,"24","2402"
"282","2020","009559","1",5,-3.49860525131226,-80.2702255249023,"240301",1,"24","2403"
"283","2020","009564","1",5,-3.50893187522888,-80.276969909668,"240301",1,"24","2403"
"284","2020","009576","1",5,-3.48454904556274,-80.2577514648438,"240302",1,"24","2403"
"285","2020","009602","7",2,-8.35679817199707,-74.5753479003906,"250105",1,"25","2501"
"286","2020","009604","7",2,-8.36636161804199,-74.5727005004883,"250105",1,"25","2501"
"287","2020","009617","7",2,-8.37900257110596,-74.6048736572266,"250105",1,"25","2501"
"288","2020","009632","7",2,-8.37263202667236,-74.5539855957031,"250101",1,"25","2501"
"289","2020","009685","7",2,-8.4140510559082,-74.5541229248047,"250107",1,"25","2501"
"290","2020","009705","7",5,-8.82517337799072,-75.0528717041016,"250302",1,"25","2503"
"291","2020","009720","7",5,-10.7306690216064,-73.7559967041016,"250201",1,"25","2502"
"292","2020","009731","7",7,-9.05929851531982,-75.6414947509766,"250301",2,"25","2503"
"293","2020","009740","7",7,-8.50258541107178,-75.1110305786133,"250303",2,"25","2503"
"294","2020","009856","3",2,-18.0428695678711,-70.2586441040039,"230110",1,"23","2301"
"295","2020","009857","3",2,-18.0528526306152,-70.2395095825195,"230110",1,"23","2301"
"296","2020","009917","1",8,-3.75603413581848,-80.4568176269531,"240105",2,"24","2401"
"297","2020","009941","6",1,-16.3945655822754,-71.5412902832031,"040101",1,"04","0401"
"298","2020","009942","5",8,-13.3798885345459,-75.4654769897461,"090409",2,"09","0904"
"299","2020","009957","3",3,-17.1981830596924,-70.9260940551758,"180101",1,"18","1801"
"300","2020","009967","5",3,-10.6864547729492,-76.2419738769531,"190101",1,"19","1901"
"301","2020","009968","5",6,-10.966025352478,-75.8745346069336,"120504",1,"12","1205"
"302","2020","009971","7",8,-10.7392702102661,-75.2441101074219,"190307",2,"19","1903"
"303","2020","009995","5",8,-9.28367519378662,-77.1032867431641,"021003",2,"02","0210"
"304","2020","009996","2",3,-13.7166728973389,-76.1446075439453,"110508",1,"11","1105"
"305","2020","010063","7",3,-5.70697784423828,-78.8157653808594,"060801",1,"06","0608"
"306","2020","010080","8",1,-11.8922262191772,-77.1134719848633,"070106",1,"07","0701"
"307","2020","010092","6",7,-13.2925386428833,-72.1348190307617,"081301",2,"08","0813"
"308","2020","010133","5",2,-12.0670022964478,-75.2211837768555,"120114",1,"12","1201"
"309","2020","010142","5",7,-11.119647026062,-76.1329650878906,"120503",2,"12","1205"
"310","2020","010150","7",7,-11.1157131195068,-74.8436813354492,"120303",2,"12","1203"
"311","2020","010176","1",4,-7.30350637435913,-79.4184951782227,"130702",1,"13","1307"
"312","2020","010183","1",7,-7.22179269790649,-79.5013961791992,"130403",2,"13","1304"
"313","2020","010189","1",2,-6.75988245010376,-79.8604354858398,"140101",1,"14","1401"
"314","2020","010227","8",1,-12.0044994354248,-76.8382415771484,"150103",1,"1501","1501"
"315","2020","010239","8",1,-12.1865606307983,-76.9918441772461,"150108",1,"1501","1501"
"316","2020","010322","1",3,-4.58580112457275,-81.2492218017578,"200701",1,"20","2007"
